iteration,episode,model,scenario_seed,sampled_from_distribution,component,pv_capacity_kwp,battery_capacity_kwh,reward_chf,cost_chf,max_power_balance_error_kw
2,17,ppo_lognormal,10058,True,3.0,12.0,9.501550674438477,-168.9822250751195,168.9822250751195,1.7763568394002505e-15
2,18,ppo_lognormal,10059,True,7.0,3.7592525482177734,11.30125904083252,-213.62725330479842,213.62725330479842,1.7763568394002505e-15
2,19,ppo_lognormal,10060,True,1.0,12.0,3.37389874458313,-115.99786346518219,115.99786346518219,8.881784197001252e-16
2,20,ppo_lognormal,10061,True,4.0,6.868959903717041,11.787591934204102,-211.40556673647697,211.40556673647697,1.3322676295501878e-15
2,21,ppo_lognormal,10062,True,3.0,1.7447373867034912,2.2242281436920166,-135.79930590691816,135.79930590691816,8.881784197001252e-16
2,22,ppo_lognormal,10063,True,1.0,5.769179344177246,1.3661283254623413,-116.09302596007177,116.09302596007177,4.440892098500626e-16
2,23,ppo_lognormal,10064,True,2.0,6.171075820922852,7.238443851470947,-168.09699967727872,168.09699967727872,1.3322676295501878e-15
2,24,ppo_lognormal,10065,True,1.0,10.714142799377441,11.588899612426758,-203.3674529105742,203.3674529105742,1.3322676295501878e-15
2,25,ppo_lognormal,10066,True,2.0,4.140052318572998,4.346096992492676,-150.09895600464029,150.09895600464029,8.881784197001252e-16
2,26,ppo_lognormal,10067,True,2.0,9.845273971557617,3.312437057495117,-127.05095662455021,127.05095662455021,8.881784197001252e-16
2,27,ppo_lognormal,10068,True,7.0,2.8636474609375,4.129210472106934,-149.959486552693,149.959486552693,8.881784197001252e-16
2,28,ppo_lognormal,10069,True,3.0,1.3466770648956299,5.046862602233887,-156.5399961234291,156.5399961234291,1.3322676295501878e-15
2,29,ppo_lognormal,10070,True,5.0,2.1550393104553223,4.569424629211426,-150.72484574012486,150.72484574012486,1.1102230246251565e-15
2,30,ppo_lognormal,10071,True,5.0,12.0,7.706279754638672,-144.90755916799304,144.90755916799304,1.3322676295501878e-15
2,31,ppo_lognormal,10072,True,4.0,6.823066711425781,20.0,-301.8938777584473,301.8938777584473,3.1086244689504383e-15
2,32,ppo_lognormal,10073,True,1.0,7.951434135437012,8.322752952575684,-183.04591528492296,183.04591528492296,8.881784197001252e-16
3,1,ppo_lognormal,20042,True,3.0,8.806605339050293,2.0249881744384766,-129.76980984307903,129.76980984307903,8.881784197001252e-16
3,2,ppo_lognormal,20043,True,5.0,7.458662033081055,6.2837677001953125,-172.23194090491816,172.23194090491816,1.3322676295501878e-15
3,3,ppo_lognormal,20044,True,6.0,12.0,4.641136646270752,-110.83683177369825,110.83683177369825,8.881784197001252e-16
3,4,ppo_lognormal,20045,True,2.0,1.5170632600784302,1.53394615650177,-129.2155349171188,129.2155349171188,8.881784197001252e-16
3,5,ppo_lognormal,20046,True,2.0,5.657771110534668,11.894035339355469,-201.7857197155466,201.7857197155466,1.3322676295501878e-15
3,6,ppo_lognormal,20047,True,6.0,3.4302687644958496,5.713663578033447,-141.48828605858782,141.48828605858782,1.7763568394002505e-15
3,7,ppo_lognormal,20048,True,1.0,8.86533260345459,5.772859573364258,-124.08977708667139,124.08977708667139,8.881784197001252e-16
3,8,ppo_lognormal,20049,True,6.0,7.251162528991699,11.912779808044434,-197.3515385319391,197.3515385319391,1.5543122344752192e-15
3,9,ppo_lognormal,20050,True,6.0,8.402498245239258,9.83106517791748,-181.67138097445104,181.67138097445104,1.5543122344752192e-15
3,10,ppo_lognormal,20051,True,5.0,2.7229361534118652,10.918540954589844,-209.96207475032503,209.96207475032503,1.3322676295501878e-15
3,11,ppo_lognormal,20052,True,1.0,6.032797336578369,7.004384994506836,-170.1681403505757,170.1681403505757,8.881784197001252e-16
3,12,ppo_lognormal,20053,True,5.0,12.0,3.96502947807312,-114.1013431347868,114.1013431347868,8.881784197001252e-16
3,13,ppo_lognormal,20054,True,2.0,1.229196548461914,15.557385444641113,-259.5470656349959,259.5470656349959,1.7763568394002505e-15
3,14,ppo_lognormal,20055,True,6.0,8.336031913757324,9.185510635375977,-176.8490989602273,176.8490989602273,1.7763568394002505e-15
3,15,ppo_lognormal,20056,True,0.0,7.637243270874023,3.863799571990967,-109.92728816608371,109.92728816608371,6.661338147750939e-16
3,16,ppo_lognormal,20057,True,2.0,2.133646249771118,3.86368465423584,-131.90295901049697,131.90295901049697,1.3322676295501878e-15
3,17,ppo_lognormal,20058,True,2.0,3.734452962875366,2.8261406421661377,-121.69226491275957,121.69226491275957,8.881784197001252e-16
3,18,ppo_lognormal,20059,True,1.0,12.0,7.597030162811279,-168.12199455560722,168.12199455560722,1.3322676295501878e-15
3,19,ppo_lognormal,20060,True,4.0,12.0,16.05530548095703,-262.348723958377,262.348723958377,2.6645352591003757e-15
3,20,ppo_lognormal,20061,True,1.0,12.0,10.13440990447998,-182.2019297495102,182.2019297495102,1.1102230246251565e-15
3,21,ppo_lognormal,20062,True,1.0,12.0,2.1599366664886475,-98.20415362666027,98.20415362666027,4.440892098500626e-16
3,22,ppo_lognormal,20063,True,3.0,4.786638259887695,6.177509307861328,-167.5878283387205,167.5878283387205,8.881784197001252e-16
3,23,ppo_lognormal,20064,True,0.0,2.4540560245513916,4.366042137145996,-143.89206216786837,143.89206216786837,8.881784197001252e-16
3,24,ppo_lognormal,20065,True,7.0,5.187201499938965,6.9984283447265625,-157.91152969616712,157.91152969616712,8.881784197001252e-16
3,25,ppo_lognormal,20066,True,2.0,6.390621185302734,7.0979108810424805,-170.34421336836664,170.34421336836664,1.3322676295501878e-15
3,26,ppo_lognormal,20067,True,0.0,7.266829013824463,11.922836303710938,-232.88133686780043,232.88133686780043,1.3322676295501878e-15
3,27,ppo_lognormal,20068,True,2.0,0.6940284371376038,1.20085871219635,-137.85310544113116,137.85310544113116,1.7763568394002505e-15
3,28,ppo_lognormal,20069,True,7.0,3.383877992630005,10.936001777648926,-200.97860703840763,200.97860703840763,1.3322676295501878e-15
3,29,ppo_lognormal,20070,True,1.0,12.0,20.0,-325.84542014277145,325.84542014277145,2.6645352591003757e-15
3,30,ppo_lognormal,20071,True,5.0,7.027835845947266,7.506422519683838,-147.46096481463184,147.46096481463184,8.881784197001252e-16
3,31,ppo_lognormal,20072,True,1.0,2.7163920402526855,11.429248809814453,-213.80104773141147,213.80104773141147,1.3322676295501878e-15
3,32,ppo_lognormal,20073,True,1.0,4.056185722351074,7.727482318878174,-185.52814185302742,185.52814185302742,8.881784197001252e-16
4,1,ppo_lognormal,30042,True,0.0,9.011040687561035,3.155423879623413,-105.89619850896564,105.89619850896564,1.3322676295501878e-15
4,2,ppo_lognormal,30043,True,2.0,9.196969032287598,4.687004566192627,-127.87231690714542,127.87231690714542,8.881784197001252e-16
4,3,ppo_lognormal,30044,True,6.0,6.36593770980835,14.786567687988281,-206.68431329598585,206.68431329598585,1.7763568394002505e-15
4,4,ppo_lognormal,30045,True,0.0,1.4734480381011963,6.903022766113281,-167.614610211809,167.614610211809,1.7763568394002505e-15
4,5,ppo_lognormal,30046,True,5.0,11.855772018432617,13.59030818939209,-201.68494101854728,201.68494101854728,1.7763568394002505e-15
4,6,ppo_lognormal,30047,True,5.0,12.0,4.028661251068115,-128.19753886622414,128.19753886622414,8.881784197001252e-16
4,7,ppo_lognormal,30048,True,7.0,5.749411582946777,20.0,-284.7517791561441,284.7517791561441,2.886579864025407e-15
4,8,ppo_lognormal,30049,True,4.0,10.085271835327148,9.535432815551758,-183.55036323057732,183.55036323057732,1.3322676295501878e-15
4,9,ppo_lognormal,30050,True,6.0,3.6850767135620117,6.451289176940918,-160.7910047505853,160.7910047505853,1.3322676295501878e-15
4,10,ppo_lognormal,30051,True,5.0,9.274296760559082,6.512368679046631,-159.24068761979714,159.24068761979714,8.881784197001252e-16
4,11,ppo_lognormal,30052,True,3.0,2.266819715499878,0.8259280920028687,-127.61786199752376,127.61786199752376,8.881784197001252e-16
4,12,ppo_lognormal,30053,True,3.0,5.415125846862793,3.6413612365722656,-133.66312708918178,133.66312708918178,8.881784197001252e-16
4,13,ppo_lognormal,30054,True,2.0,1.5314825773239136,1.0936866998672485,-133.48399558639758,133.48399558639758,8.881784197001252e-16
4,14,ppo_lognormal,30055,True,4.0,12.0,20.0,-229.1303634667127,229.1303634667127,2.6645352591003757e-15
4,15,ppo_lognormal,30056,True,2.0,1.345821738243103,10.99245548248291,-206.75250701193173,206.75250701193173,1.1102230246251565e-15
4,16,ppo_lognormal,30057,True,5.0,4.335464954376221,3.0363659858703613,-144.53429702772513,144.53429702772513,8.881784197001252e-16
4,17,ppo_lognormal,30058,True,6.0,6.754814147949219,4.415430068969727,-138.78941376081926,138.78941376081926,1.3322676295501878e-15
4,18,ppo_lognormal,30059,True,4.0,12.0,16.64238166809082,-248.13415619657403,248.13415619657403,1.7763568394002505e-15
4,19,ppo_lognormal,30060,True,0.0,12.0,6.068912029266357,-123.00207118998642,123.00207118998642,1.1102230246251565e-15
4,20,ppo_lognormal,30061,True,0.0,7.331239223480225,7.620964050292969,-169.38565280050662,169.38565280050662,8.881784197001252e-16
4,21,ppo_lognormal,30062,True,4.0,10.248056411743164,20.0,-245.54241340154965,245.54241340154965,1.7763568394002505e-15
4,22,ppo_lognormal,30063,True,4.0,3.3243539333343506,20.0,-277.84748990633346,277.84748990633346,1.7763568394002505e-15
4,23,ppo_lognormal,30064,True,0.0,0.9894046783447266,1.3369969129562378,-131.47371716847195,131.47371716847195,8.881784197001252e-16
4,24,ppo_lognormal,30065,True,2.0,0.33867916464805603,1.167163610458374,-151.18665662427546,151.18665662427546,1.3322676295501878e-15
4,25,ppo_lognormal,30066,True,2.0,2.988450050354004,4.468100070953369,-145.74558911007128,145.74558911007128,8.881784197001252e-16
4,26,ppo_lognormal,30067,True,4.0,2.652960777282715,18.149335861206055,-245.8143806484131,245.8143806484131,3.1086244689504383e-15
4,27,ppo_lognormal,30068,True,6.0,12.0,4.8558549880981445,-122.80564125514874,122.80564125514874,1.1102230246251565e-15
4,28,ppo_lognormal,30069,True,2.0,1.852152943611145,1.5447361469268799,-125.87977642339133,125.87977642339133,1.3322676295501878e-15
4,29,ppo_lognormal,30070,True,2.0,1.9021779298782349,7.125195026397705,-169.78165656228904,169.78165656228904,1.7763568394002505e-15
4,30,ppo_lognormal,30071,True,1.0,2.8274447917938232,20.0,-316.22988533851293,316.22988533851293,3.1086244689504383e-15
4,31,ppo_lognormal,30072,True,1.0,10.95963191986084,20.0,-221.6054448963532,221.6054448963532,1.7763568394002505e-15
4,32,ppo_lognormal,30073,True,4.0,12.0,7.512583255767822,-128.71031462787175,128.71031462787175,1.3322676295501878e-15
5,1,ppo_lognormal,40042,True,5.0,8.895003318786621,2.4685208797454834,-118.06245007894728,118.06245007894728,8.881784197001252e-16
5,2,ppo_lognormal,40043,True,2.0,4.170922756195068,1.0847923755645752,-127.94935620820208,127.94935620820208,8.881784197001252e-16
5,3,ppo_lognormal,40044,True,6.0,4.699191093444824,12.435531616210938,-188.0808590863725,188.0808590863725,1.1102230246251565e-15
5,4,ppo_lognormal,40045,True,2.0,4.735992431640625,5.11907958984375,-125.01107230098908,125.01107230098908,6.661338147750939e-16
5,5,ppo_lognormal,40046,True,5.0,5.074009895324707,3.9803712368011475,-135.0561757694512,135.0561757694512,1.3322676295501878e-15
5,6,ppo_lognormal,40047,True,7.0,2.741593837738037,20.0,-306.41252506275,306.41252506275,3.1086244689504383e-15
5,7,ppo_lognormal,40048,True,4.0,12.0,11.143033981323242,-166.21933115881765,166.21933115881765,2.220446049250313e-15
5,8,ppo_lognormal,40049,True,6.0,8.188735961914062,3.740694999694824,-108.93868583120062,108.93868583120062,8.881784197001252e-16
5,9,ppo_lognormal,40050,True,6.0,2.263315439224243,6.4452009201049805,-150.23686001495267,150.23686001495267,8.881784197001252e-16
5,10,ppo_lognormal,40051,True,0.0,6.626110076904297,1.356768250465393,-113.40560920197106,113.40560920197106,8.881784197001252e-16
5,11,ppo_lognormal,40052,True,1.0,3.332679271697998,4.917187690734863,-120.57941947095763,120.57941947095763,8.881784197001252e-16
5,12,ppo_lognormal,40053,True,1.0,11.25816535949707,8.83569622039795,-141.24587771897257,141.24587771897257,1.3322676295501878e-15
5,13,ppo_lognormal,40054,True,5.0,8.08465576171875,8.644430160522461,-150.231344096973,150.231344096973,1.7763568394002505e-15
5,14,ppo_lognormal,40055,True,5.0,8.693281173706055,0.8045526742935181,-119.0550203259155,119.0550203259155,8.881784197001252e-16
5,15,ppo_lognormal,40056,True,1.0,12.0,20.0,-259.1528223137565,259.1528223137565,2.6645352591003757e-15
5,16,ppo_lognormal,40057,True,6.0,7.73590087890625,20.0,-290.09885514221446,290.09885514221446,1.7763568394002505e-15
5,17,ppo_lognormal,40058,True,5.0,12.0,8.176802635192871,-151.32371767995514,151.32371767995514,8.881784197001252e-16
5,18,ppo_lognormal,40059,True,5.0,9.504945755004883,1.1851550340652466,-96.06031320875296,96.06031320875296,8.881784197001252e-16
5,19,ppo_lognormal,40060,True,1.0,11.509729385375977,10.094673156738281,-143.28303128049322,143.28303128049322,1.3322676295501878e-15
5,20,ppo_lognormal,40061,True,4.0,6.925480842590332,14.791090965270996,-207.91915604439885,207.91915604439885,1.3322676295501878e-15
5,21,ppo_lognormal,40062,True,3.0,3.7411129474639893,2.0243923664093018,-124.68523187736568,124.68523187736568,4.440892098500626e-16
5,22,ppo_lognormal,40063,True,3.0,4.765670299530029,3.7357335090637207,-118.93961968300789,118.93961968300789,1.3322676295501878e-15
5,23,ppo_lognormal,40064,True,1.0,2.5704691410064697,2.8495988845825195,-123.48712795569544,123.48712795569544,8.881784197001252e-16
5,24,ppo_lognormal,40065,True,4.0,12.0,3.8048508167266846,-106.73206062965781,106.73206062965781,8.881784197001252e-16
5,25,ppo_lognormal,40066,True,4.0,12.0,13.556021690368652,-176.16996057924703,176.16996057924703,1.7763568394002505e-15
5,26,ppo_lognormal,40067,True,1.0,5.638692378997803,20.0,-272.26032857440026,272.26032857440026,2.6645352591003757e-15
5,27,ppo_lognormal,40068,True,4.0,3.6887969970703125,20.0,-276.80281309056795,276.80281309056795,2.220446049250313e-15
5,28,ppo_lognormal,40069,True,6.0,6.5535173416137695,15.101425170898438,-201.62642414218467,201.62642414218467,1.7763568394002505e-15
5,29,ppo_lognormal,40070,True,3.0,4.521044731140137,2.2143306732177734,-112.35253015106098,112.35253015106098,8.881784197001252e-16
5,30,ppo_lognormal,40071,True,3.0,4.984851360321045,1.210179090499878,-114.07545604867896,114.07545604867896,4.440892098500626e-16
5,31,ppo_lognormal,40072,True,0.0,11.445594787597656,6.392866611480713,-146.57437784269104,146.57437784269104,1.1102230246251565e-15
5,32,ppo_lognormal,40073,True,1.0,9.478296279907227,8.936327934265137,-174.0308912791324,174.0308912791324,1.7763568394002505e-15
6,1,ppo_lognormal,50042,True,5.0,6.686349868774414,7.2024078369140625,-138.15555685822355,138.15555685822355,8.881784197001252e-16
6,2,ppo_lognormal,50043,True,7.0,12.0,9.2201509475708,-149.72898099167898,149.72898099167898,8.881784197001252e-16
6,3,ppo_lognormal,50044,True,7.0,4.707252502441406,20.0,-262.70953069986274,262.70953069986274,2.6645352591003757e-15
6,4,ppo_lognormal,50045,True,1.0,8.206289291381836,1.3744457960128784,-117.55856384424955,117.55856384424955,8.881784197001252e-16
6,5,ppo_lognormal,50046,True,0.0,2.884636402130127,6.277715682983398,-148.9749516448334,148.9749516448334,8.881784197001252e-16
6,6,ppo_lognormal,50047,True,3.0,12.0,12.898687362670898,-188.06637811641224,188.06637811641224,1.3322676295501878e-15
6,7,ppo_lognormal,50048,True,4.0,7.068265914916992,2.77262806892395,-99.86203132085517,99.86203132085517,4.440892098500626e-16
6,8,ppo_lognormal,50049,True,7.0,8.262033462524414,10.755468368530273,-185.09842358373422,185.09842358373422,1.3322676295501878e-15
6,9,ppo_lognormal,50050,True,3.0,2.5919342041015625,2.457697629928589,-134.39574988279793,134.39574988279793,8.881784197001252e-16
6,10,ppo_lognormal,50051,True,3.0,11.118041038513184,3.981879472732544,-113.58215254775254,113.58215254775254,4.440892098500626e-16
6,11,ppo_lognormal,50052,True,5.0,6.197904586791992,3.7683019638061523,-103.88147289853805,103.88147289853805,8.881784197001252e-16
6,12,ppo_lognormal,50053,True,7.0,12.0,18.850284576416016,-228.76641299377806,228.76641299377806,2.220446049250313e-15
6,13,ppo_lognormal,50054,True,5.0,9.465067863464355,7.14575719833374,-130.38175258809696,130.38175258809696,8.881784197001252e-16
6,14,ppo_lognormal,50055,True,6.0,10.107206344604492,15.117953300476074,-212.60418035390973,212.60418035390973,1.3322676295501878e-15
6,15,ppo_lognormal,50056,True,4.0,12.0,17.47937774658203,-222.34745472048817,222.34745472048817,2.6645352591003757e-15
6,16,ppo_lognormal,50057,True,5.0,12.0,4.162285804748535,-132.1709999521818,132.1709999521818,1.3322676295501878e-15
6,17,ppo_lognormal,50058,True,6.0,12.0,19.594478607177734,-217.5465573157846,217.5465573157846,1.5543122344752192e-15
6,18,ppo_lognormal,50059,True,4.0,12.0,12.272464752197266,-162.05354090217614,162.05354090217614,1.3322676295501878e-15
6,19,ppo_lognormal,50060,True,1.0,8.60090446472168,7.695852756500244,-147.25807294528965,147.25807294528965,8.881784197001252e-16
6,20,ppo_lognormal,50061,True,3.0,6.661334037780762,6.389128684997559,-130.78579417439434,130.78579417439434,1.3322676295501878e-15
6,21,ppo_lognormal,50062,True,2.0,5.029374599456787,5.78620719909668,-135.64565289491168,135.64565289491168,1.3322676295501878e-15
6,22,ppo_lognormal,50063,True,1.0,9.871613502502441,17.60637092590332,-248.15629319757898,248.15629319757898,2.4424906541753444e-15
6,23,ppo_lognormal,50064,True,3.0,3.4634549617767334,0.6739174723625183,-121.58161487900871,121.58161487900871,8.881784197001252e-16
6,24,ppo_lognormal,50065,True,6.0,8.306461334228516,4.528892993927002,-119.38258441673648,119.38258441673648,1.3322676295501878e-15
6,25,ppo_lognormal,50066,True,3.0,12.0,8.895613670349121,-139.17346360506536,139.17346360506536,1.3322676295501878e-15
6,26,ppo_lognormal,50067,True,4.0,12.0,20.0,-259.84078887476386,259.84078887476386,2.6645352591003757e-15
6,27,ppo_lognormal,50068,True,4.0,4.542416572570801,6.70030403137207,-150.6999331395315,150.6999331395315,8.881784197001252e-16
6,28,ppo_lognormal,50069,True,7.0,4.680572032928467,19.389554977416992,-232.80888229188997,232.80888229188997,2.6645352591003757e-15
6,29,ppo_lognormal,50070,True,5.0,12.0,2.6813273429870605,-126.99564387280257,126.99564387280257,4.440892098500626e-16
6,30,ppo_lognormal,50071,True,7.0,4.933949947357178,13.051486015319824,-201.36042838583313,201.36042838583313,1.3322676295501878e-15
6,31,ppo_lognormal,50072,True,2.0,4.517104148864746,2.274686336517334,-105.04283452285406,105.04283452285406,8.881784197001252e-16
6,32,ppo_lognormal,50073,True,3.0,9.231483459472656,3.5419039726257324,-115.63196807862947,115.63196807862947,8.881784197001252e-16
7,1,ppo_lognormal,60042,True,4.0,2.2144646644592285,13.20059585571289,-184.10800928263097,184.10800928263097,1.3322676295501878e-15
7,2,ppo_lognormal,60043,True,3.0,4.4063334465026855,2.040022850036621,-117.80520477568902,117.80520477568902,8.881784197001252e-16
7,3,ppo_lognormal,60044,True,2.0,1.0083260536193848,5.081927299499512,-142.40602585218969,142.40602585218969,8.881784197001252e-16
7,4,ppo_lognormal,60045,True,1.0,2.7210607528686523,20.0,-261.29371724878604,261.29371724878604,1.5543122344752192e-15
7,5,ppo_lognormal,60046,True,3.0,3.9996109008789062,2.1838808059692383,-118.582718845743,118.582718845743,8.881784197001252e-16
7,6,ppo_lognormal,60047,True,0.0,8.839012145996094,8.711087226867676,-141.66173195994634,141.66173195994634,1.7763568394002505e-15
7,7,ppo_lognormal,60048,True,4.0,11.60593032836914,20.0,-219.6809814808283,219.6809814808283,2.220446049250313e-15
7,8,ppo_lognormal,60049,True,1.0,5.452976226806641,4.36024808883667,-112.2628991954228,112.2628991954228,8.881784197001252e-16
7,9,ppo_lognormal,60050,True,7.0,12.0,20.0,-202.06658691564078,202.06658691564078,1.7763568394002505e-15
7,10,ppo_lognormal,60051,True,6.0,5.998460292816162,11.250419616699219,-180.63839138750572,180.63839138750572,1.3322676295501878e-15
7,11,ppo_lognormal,60052,True,4.0,6.561764717102051,8.117387771606445,-147.36537190997637,147.36537190997637,1.7763568394002505e-15
7,12,ppo_lognormal,60053,True,4.0,12.0,11.724239349365234,-153.6565594962131,153.6565594962131,1.7763568394002505e-15
7,13,ppo_lognormal,60054,True,3.0,4.355167388916016,4.719155788421631,-134.01353470543413,134.01353470543413,8.881784197001252e-16
7,14,ppo_lognormal,60055,True,3.0,12.0,1.2295241355895996,-96.24708519362963,96.24708519362963,1.3322676295501878e-15
7,15,ppo_lognormal,60056,True,3.0,3.1210837364196777,3.8723416328430176,-126.6568345249685,126.6568345249685,8.881784197001252e-16
7,16,ppo_lognormal,60057,True,6.0,12.0,4.8966779708862305,-123.37055383255806,123.37055383255806,8.881784197001252e-16
7,17,ppo_lognormal,60058,True,2.0,3.120637893676758,4.203885078430176,-125.88992081699733,125.88992081699733,8.881784197001252e-16
7,18,ppo_lognormal,60059,True,2.0,0.8582624197006226,1.2213250398635864,-127.66002025311134,127.66002025311134,8.881784197001252e-16
