iteration,model,algorithm,design_distribution,active_components,mean_reward_chf,std_reward_chf,mean_cost_chf,mean_pv_capacity_kwp,mean_battery_capacity_kwh,mode_pv_capacity_kwp,mode_battery_capacity_kwh,max_power_balance_error_kw,validation_mean_reward_chf,validation_mean_cost_chf,validation_max_power_balance_error_kw,design_loss,design_entropy,design_entropy_weight,actor_loss,critic_loss
73,ddpg_lognormal,ddpg,lognormal,3,-103.44884310324778,16.02939093860098,103.44884310324778,3.4440090656280518,1.6295753717422485,0.4272025525569916,0.41192156076431274,4.440892098500626e-15,-110.56452626145703,110.56452626145703,3.552713678800501e-15,-375.817626953125,3.5014476776123047,0.00712,28.542046952105704,5.075225876999044
74,ddpg_lognormal,ddpg,lognormal,3,-102.97257517308739,10.894576931570535,102.97257517308739,3.05727219581604,2.0616672039031982,0.42741796374320984,0.4120601415634155,1.3322676295501878e-15,-100.19074323281059,100.19074323281059,8.881784197001252e-16,-385.8807067871094,3.753181219100952,0.0070799999999999995,28.68313126514355,5.066414817873876
75,ddpg_lognormal,ddpg,lognormal,3,-102.73575419929709,10.185093674613672,102.73575419929709,2.1877260208129883,1.6018791198730469,0.42777785658836365,0.4122604727745056,8.881784197001252e-16,-107.9151777985906,107.9151777985906,1.7763568394002505e-15,-325.6239318847656,3.168485164642334,0.007039999999999999,28.676420564098017,5.109346679361936
76,ddpg_lognormal,ddpg,lognormal,3,-102.01547270367723,9.546289458874137,102.01547270367723,2.9132027626037598,1.820577621459961,0.42812785506248474,0.41245901584625244,1.1102230246251565e-15,-103.28965715752317,103.28965715752317,1.1102230246251565e-15,-369.4160461425781,3.6121881008148193,0.006999999999999999,29.008398903622513,5.155652768632752
77,ddpg_lognormal,ddpg,lognormal,3,-101.12951390189987,9.461758057605508,101.12951390189987,2.484250068664551,2.552295684814453,0.42832180857658386,0.4126909375190735,1.3322676295501878e-15,-108.53279212155229,108.53279212155229,2.220446049250313e-15,-370.655029296875,3.655435562133789,0.00696,29.076335169374943,5.091133850299576
78,ddpg_lognormal,ddpg,lognormal,3,-101.06650042940315,11.525860095450016,101.06650042940315,2.8708815574645996,1.3784563541412354,0.4284265637397766,0.4127613306045532,1.7763568394002505e-15,-101.77052992517406,101.77052992517406,8.881784197001252e-16,-325.18060302734375,3.2279505729675293,0.00692,29.037197569651262,5.119377027592799
79,ddpg_lognormal,ddpg,lognormal,3,-98.95603020598831,5.948969941142222,98.95603020598831,3.546970844268799,1.6424498558044434,0.4284653663635254,0.4126766324043274,1.1102230246251565e-15,-104.14348551331022,104.14348551331022,1.7763568394002505e-15,-359.18475341796875,3.6307787895202637,0.00688,28.992831085764227,5.1596104757017685
80,ddpg_lognormal,ddpg,lognormal,3,-100.46499432186833,7.4177999205230725,100.46499432186833,2.5396976470947266,1.5474116802215576,0.4284822642803192,0.4126133620738983,8.881784197001252e-16,-104.62697301059167,104.62697301059167,2.220446049250313e-15,-327.95550537109375,3.3125686645507812,0.00684,28.901982505051862,5.156724545677813
81,ddpg_lognormal,ddpg,lognormal,3,-104.43696118539144,9.55683133740707,104.43696118539144,2.7344515323638916,2.3270034790039062,0.4284476339817047,0.41268062591552734,1.3322676295501878e-15,-98.21620584238312,98.21620584238312,8.881784197001252e-16,-380.5240783691406,3.615345001220703,0.0068,28.74361556449107,5.011940505937673
82,ddpg_lognormal,ddpg,lognormal,3,-101.45592596080246,10.246557298681044,101.45592596080246,2.3808422088623047,2.0070748329162598,0.4285111427307129,0.4125814735889435,8.881784197001252e-16,-99.93279571766061,99.93279571766061,1.3322676295501878e-15,-349.85540771484375,3.472947597503662,0.0067599999999999995,28.566585690137885,5.063604114028359
83,ddpg_lognormal,ddpg,lognormal,3,-102.16004241349891,16.16724381457604,102.16004241349891,4.361820697784424,1.7159245014190674,0.42850738763809204,0.41249769926071167,3.552713678800501e-15,-100.72810373954837,100.72810373954837,1.1102230246251565e-15,-413.578857421875,3.9049923419952393,0.006719999999999999,28.548130405091108,5.020707960401307
84,ddpg_lognormal,ddpg,lognormal,3,-102.96593637117053,7.66549347602796,102.96593637117053,2.325875997543335,2.181833505630493,0.42840948700904846,0.41235506534576416,1.3322676295501878e-15,-104.5016327376882,104.5016327376882,1.7763568394002505e-15,-353.5650329589844,3.4276022911071777,0.006679999999999999,28.591812007838772,5.149820286237324
85,ddpg_lognormal,ddpg,lognormal,3,-100.50289752619676,8.310621076740613,100.50289752619676,2.7311224937438965,2.6713857650756836,0.42832422256469727,0.4121226668357849,1.1102230246251565e-15,-106.11999919161907,106.11999919161907,2.220446049250313e-15,-395.5156555175781,3.9163570404052734,0.006639999999999999,28.44838070550135,5.169389605610853
86,ddpg_lognormal,ddpg,lognormal,3,-100.37944916379168,8.460184303731983,100.37944916379168,3.139950752258301,2.5765442848205566,0.42809557914733887,0.41186174750328064,8.881784197001252e-16,-102.77421333849256,102.77421333849256,8.881784197001252e-16,-400.7112121582031,3.9986000061035156,0.006599999999999999,28.24956817357313,4.954063788449968
87,ddpg_lognormal,ddpg,lognormal,3,-105.12056768137396,11.87898707911321,105.12056768137396,2.9643959999084473,2.81325626373291,0.42780801653862,0.411635160446167,2.4424906541753444e-15,-100.85347437165626,100.85347437165626,1.7763568394002505e-15,-415.51824951171875,3.8208248615264893,0.006560000000000001,28.246279378377256,4.9214477125566365
88,ddpg_lognormal,ddpg,lognormal,3,-99.65075798394287,9.035371738295764,99.65075798394287,3.114225149154663,1.7777042388916016,0.42738771438598633,0.4116159677505493,2.220446049250313e-15,-100.47152672524211,100.47152672524211,8.881784197001252e-16,-366.13214111328125,3.6822431087493896,0.006520000000000001,28.458901109085197,4.968775934351253
89,ddpg_lognormal,ddpg,lognormal,3,-99.85950903854079,8.26608676411666,99.85950903854079,2.297056198120117,2.1789398193359375,0.42688891291618347,0.41151654720306396,1.7763568394002505e-15,-100.40963368506098,100.40963368506098,8.881784197001252e-16,-355.12017822265625,3.5887207984924316,0.0064800000000000005,28.5639608502388,5.040702456004164
90,ddpg_lognormal,ddpg,lognormal,3,-99.03752056074359,11.044085646154425,99.03752056074359,2.8767542839050293,2.493800401687622,0.42661553621292114,0.4113313555717468,1.3322676295501878e-15,-97.6570611314782,97.6570611314782,8.881784197001252e-16,-392.0147705078125,3.93577241897583,0.00644,28.41392209238949,4.997341385754268
91,ddpg_lognormal,ddpg,lognormal,3,-99.38607125419918,9.863049960714891,99.38607125419918,3.4771580696105957,2.864945888519287,0.42645004391670227,0.41128212213516235,8.881784197001252e-16,-99.98580821253688,99.98580821253688,1.1102230246251565e-15,-448.5311584472656,4.476841926574707,0.0064,28.31432881951332,4.852124936806614
92,ddpg_lognormal,ddpg,lognormal,3,-100.12211080192473,9.280541222071104,100.12211080192473,2.705230712890625,2.037346839904785,0.42626291513442993,0.41110333800315857,1.7763568394002505e-15,-102.58941640514846,102.58941640514846,8.881784197001252e-16,-352.58905029296875,3.571155071258545,0.00636,27.86235180213338,4.877690877050294
93,ddpg_lognormal,ddpg,lognormal,3,-103.81849279737952,9.71866023415388,103.81849279737952,1.9751214981079102,1.8681142330169678,0.42619502544403076,0.4110490083694458,8.881784197001252e-16,-101.6241365857426,101.6241365857426,8.881784197001252e-16,-338.83917236328125,3.2742831707000732,0.00632,27.715669924659387,4.716124210700703
94,ddpg_lognormal,ddpg,lognormal,3,-98.56381986915302,7.963295063861719,98.56381986915302,2.513852119445801,1.9347877502441406,0.4260488450527191,0.4108585715293884,8.881784197001252e-16,-99.89460741683865,99.89460741683865,8.881784197001252e-16,-344.3752136230469,3.5060014724731445,0.00628,27.865002668329645,4.7620102458500435
95,ddpg_lognormal,ddpg,lognormal,3,-103.14744455348364,10.537907232955051,103.14744455348364,3.606661081314087,1.8884761333465576,0.42593783140182495,0.4107600450515747,2.220446049250313e-15,-101.8833984960066,101.8833984960066,1.3322676295501878e-15,-379.1015930175781,3.628706693649292,0.00624,27.908567058543362,4.798157015687876
96,ddpg_lognormal,ddpg,lognormal,3,-103.44187556191646,13.237596939268421,103.44187556191646,3.383636474609375,2.9034910202026367,0.4260028898715973,0.41067591309547424,1.7763568394002505e-15,-101.60172190993129,101.60172190993129,8.881784197001252e-16,-455.8614807128906,4.294794082641602,0.0062,27.932123021355697,4.82902342365456
97,ddpg_lognormal,ddpg,lognormal,3,-100.52731069158418,7.668406617854373,100.52731069158418,2.544745683670044,1.8763015270233154,0.42620348930358887,0.4104146957397461,1.5543122344752192e-15,-103.07852053294789,103.07852053294789,8.881784197001252e-16,-347.7127380371094,3.4929769039154053,0.00616,27.696447300414242,4.694537178452482
98,ddpg_lognormal,ddpg,lognormal,3,-105.65679242106147,28.53082043105888,105.65679242106147,2.5253350734710693,3.673809051513672,0.42641377449035645,0.4102140963077545,6.217248937900877e-15,-99.06224558327554,99.06224558327554,8.881784197001252e-16,-472.8534240722656,3.933579921722412,0.0061200000000000004,27.595769828274136,4.751214664701061
99,ddpg_lognormal,ddpg,lognormal,3,-100.20745629343011,10.254707013531744,100.20745629343011,3.6691031455993652,1.603916883468628,0.42670726776123047,0.4100612998008728,2.220446049250313e-15,-105.19994669139547,105.19994669139547,8.881784197001252e-16,-371.2411804199219,3.686889171600342,0.00608,27.399872624093575,4.7139907520087
100,ddpg_lognormal,ddpg,lognormal,3,-102.68273044840464,8.75046346749119,102.68273044840464,2.4631500244140625,3.5394840240478516,0.4269123673439026,0.40993887186050415,8.881784197001252e-16,-98.60222842446896,98.60222842446896,8.881784197001252e-16,-436.43646240234375,4.172773838043213,0.00604,27.17128721518176,4.718101117238846
101,ddpg_lognormal,ddpg,lognormal,3,-103.00985674401934,17.03001486707035,103.00985674401934,4.586455345153809,1.5933560132980347,0.4271147847175598,0.4097837805747986,3.9968028886505635e-15,-100.81097192647096,100.81097192647096,1.3322676295501878e-15,-403.3399963378906,3.7299580574035645,0.006,26.950442601527484,4.579334473398159
102,ddpg_lognormal,ddpg,lognormal,3,-100.83478358326369,8.01785482240719,100.83478358326369,2.417018413543701,2.122542381286621,0.42719584703445435,0.4098149240016937,8.881784197001252e-16,-105.49768549415487,105.49768549415487,2.220446049250313e-15,-354.50946044921875,3.523634910583496,0.00596,26.43461041507267,4.463382037500629
103,ddpg_lognormal,ddpg,lognormal,3,-100.31811416660037,10.380622412217942,100.31811416660037,3.41751766204834,2.3038201332092285,0.42739051580429077,0.4098193347454071,8.881784197001252e-16,-99.94908508529062,99.94908508529062,8.881784197001252e-16,-406.7304382324219,4.060484409332275,0.005920000000000001,25.82177939656235,4.282450503525546
104,ddpg_lognormal,ddpg,lognormal,3,-99.58449524372683,7.891796486181774,99.58449524372683,3.2270348072052,2.168482780456543,0.4275585412979126,0.40980544686317444,8.881784197001252e-16,-104.09533016414996,104.09533016414996,1.7763568394002505e-15,-394.3612060546875,3.9548697471618652,0.005880000000000001,25.30774529491152,4.1050016307105714
105,ddpg_lognormal,ddpg,lognormal,3,-101.32193571763098,10.569839358820273,101.32193571763098,3.1241438388824463,1.8743042945861816,0.42768150568008423,0.4100247323513031,8.881784197001252e-16,-100.20228646409853,100.20228646409853,6.661338147750939e-16,-372.9924011230469,3.6758909225463867,0.005840000000000001,25.12593916945514,4.068973779894545
106,ddpg_lognormal,ddpg,lognormal,3,-106.8230655395815,10.33380376471934,106.8230655395815,2.0662999153137207,3.4743154048919678,0.4278612732887268,0.4102286696434021,1.3322676295501878e-15,-101.91441440349257,101.91441440349257,8.881784197001252e-16,-407.79931640625,3.6645684242248535,0.0058000000000000005,24.91097270058734,4.0599046528527865
107,ddpg_lognormal,ddpg,lognormal,3,-105.32366723274191,20.056113628202628,105.32366723274191,3.8283963203430176,2.363581895828247,0.4281913638114929,0.4104015827178955,1.7763568394002505e-15,-102.24087955485174,102.24087955485174,8.881784197001252e-16,-439.83514404296875,4.039111614227295,0.00576,24.62983731819051,4.106140735099048
108,ddpg_lognormal,ddpg,lognormal,3,-106.69297645399128,15.443796841669862,106.69297645399128,4.046081066131592,1.747266411781311,0.4284823536872864,0.4104410409927368,4.884981308350689e-15,-98.43916563587278,98.43916563587278,1.3322676295501878e-15,-403.1111145019531,3.602794647216797,0.005720000000000001,24.4318059888624,4.063922968122088
109,ddpg_lognormal,ddpg,lognormal,3,-101.58393708364979,12.277106298596896,101.58393708364979,3.6238560676574707,2.3788652420043945,0.42863163352012634,0.4104840159416199,1.3322676295501878e-15,-103.28373191257495,103.28373191257495,1.1102230246251565e-15,-424.6454162597656,4.079444885253906,0.005680000000000001,24.652042699711664,3.977469345593515
110,ddpg_lognormal,ddpg,lognormal,3,-108.12774721441438,17.80524793171703,108.12774721441438,4.659681797027588,2.6056621074676514,0.428769052028656,0.41048914194107056,1.7763568394002505e-15,-104.17044915565168,104.17044915565168,1.3322676295501878e-15,-479.3356018066406,4.17988920211792,0.005640000000000001,25.058493617744674,4.011299331739012
111,ddpg_lognormal,ddpg,lognormal,3,-100.79151482453364,8.213153230652049,100.79151482453364,2.1175649166107178,2.0430471897125244,0.42893654108047485,0.4103424847126007,8.881784197001252e-16,-102.8940814065475,102.8940814065475,1.1102230246251565e-15,-334.70721435546875,3.3510730266571045,0.005600000000000001,25.32942188744034,4.219664374116942
112,ddpg_lognormal,ddpg,lognormal,3,-101.66319235128469,8.428990224364112,101.66319235128469,2.9789228439331055,2.859555244445801,0.4291975498199463,0.4101520776748657,8.881784197001252e-16,-108.18405893510442,108.18405893510442,6.661338147750939e-15,-418.6693115234375,4.117218971252441,0.005560000000000001,25.258589719377817,4.146339889920672
113,ddpg_lognormal,ddpg,lognormal,3,-103.52483106414243,8.789146107112428,103.52483106414243,2.3699324131011963,1.432586669921875,0.4295162260532379,0.40996384620666504,1.1102230246251565e-15,-105.80199605017484,105.80199605017484,8.881784197001252e-16,-317.6581115722656,3.1240522861480713,0.005520000000000001,25.4648175374383,4.230505733850546
114,ddpg_lognormal,ddpg,lognormal,3,-103.60544358607416,9.805385133206654,103.60544358607416,3.112018585205078,1.8821241855621338,0.4299406409263611,0.4098092317581177,8.881784197001252e-16,-105.62336019538299,105.62336019538299,2.886579864025407e-15,-387.27325439453125,3.719618797302246,0.0054800000000000005,25.85627670018446,4.280055568320677
115,ddpg_lognormal,ddpg,lognormal,3,-100.17367974299964,8.088889067403377,100.17367974299964,3.2266881465911865,1.4835195541381836,0.4301924705505371,0.4095700681209564,8.881784197001252e-16,-103.17397185672458,103.17397185672458,1.3322676295501878e-15,-349.90484619140625,3.5319361686706543,0.00544,26.19412890431427,4.345641810718614
116,ddpg_lognormal,ddpg,lognormal,3,-101.73000076536988,7.017356816824584,101.73000076536988,2.9642887115478516,2.6940762996673584,0.43037253618240356,0.40930411219596863,1.1102230246251565e-15,-105.15625048938823,105.15625048938823,1.7763568394002505e-15,-406.30328369140625,4.035661220550537,0.0054,26.353957511129835,4.261268818252054
117,ddpg_lognormal,ddpg,lognormal,3,-100.79937274708301,7.801071307654921,100.79937274708301,2.9597058296203613,1.8163833618164062,0.43079033493995667,0.4090648591518402,1.1102230246251565e-15,-101.5750032766096,101.5750032766096,8.881784197001252e-16,-361.025390625,3.62941312789917,0.00536,26.463002484823974,4.386864058102392
118,ddpg_lognormal,ddpg,lognormal,3,-103.59756818635394,14.019988561138808,103.59756818635394,2.9001359939575195,1.8597710132598877,0.4312022924423218,0.40862542390823364,1.7763568394002505e-15,-100.52085273465258,100.52085273465258,8.881784197001252e-16,-367.844482421875,3.4174907207489014,0.00532,26.066559812497523,4.306873260082544
119,ddpg_lognormal,ddpg,lognormal,3,-104.1884668475178,21.75702707102986,104.1884668475178,2.8162426948547363,2.257795572280884,0.43157243728637695,0.40837332606315613,3.1086244689504383e-15,-107.9459459030563,107.9459459030563,1.1102230246251565e-15,-398.4331359863281,3.5611824989318848,0.00528,25.996586889738126,4.2157526440153426
120,ddpg_lognormal,ddpg,lognormal,3,-101.97370183618642,9.510234462298987,101.97370183618642,3.2775468826293945,1.3452506065368652,0.4320695996284485,0.4080263376235962,1.7763568394002505e-15,-99.6959192998894,99.6959192998894,8.881784197001252e-16,-345.3010559082031,3.4204463958740234,0.005240000000000001,25.95847223841009,4.1610969638263455
121,ddpg_lognormal,ddpg,lognormal,3,-102.97955974482547,11.323839441882765,102.97955974482547,2.511770248413086,2.368091583251953,0.4325718283653259,0.4077753722667694,8.881784197001252e-16,-101.63165145748596,101.63165145748596,8.881784197001252e-16,-373.681396484375,3.633568048477173,0.005200000000000001,25.973721621646767,4.2246608242248405
122,ddpg_lognormal,ddpg,lognormal,3,-102.1565090984806,8.682707664841889,102.1565090984806,2.8101141452789307,1.955944299697876,0.4330817461013794,0.4073823094367981,1.5543122344752192e-15,-100.9612213006663,100.9612213006663,8.881784197001252e-16,-362.0013122558594,3.57572078704834,0.0051600000000000005,26.09463616886309,4.185021396111032
123,ddpg_lognormal,ddpg,lognormal,3,-98.36560577380759,10.161673624427177,98.36560577380759,2.4710922241210938,1.4212692975997925,0.4334423840045929,0.4068898856639862,8.881784197001252e-16,-100.34057271857802,100.34057271857802,2.886579864025407e-15,-299.2880859375,3.110847234725952,0.00512,25.98538464165869,4.21567713821839
124,ddpg_lognormal,ddpg,lognormal,3,-102.15752006623521,10.113840799588314,102.15752006623521,4.253143310546875,2.508906364440918,0.4337197542190552,0.40647631883621216,2.4424906541753444e-15,-99.93109210061293,99.93109210061293,8.881784197001252e-16,-450.30621337890625,4.3845648765563965,0.00508,25.68207960469382,4.209023026843733
125,ddpg_lognormal,ddpg,lognormal,3,-100.04416558436294,9.9837864512966,100.04416558436294,3.4106171131134033,1.5402690172195435,0.43403372168540955,0.4060581922531128,8.881784197001252e-16,-105.56791273218747,105.56791273218747,8.881784197001252e-16,-362.15985107421875,3.6800460815429688,0.00504,25.254105457237788,4.068775476533032
126,ddpg_lognormal,ddpg,lognormal,3,-100.74509416142439,8.854935809270243,100.74509416142439,2.5721726417541504,1.5028138160705566,0.43426358699798584,0.40555670857429504,8.881784197001252e-16,-104.90358880897622,104.90358880897622,1.7763568394002505e-15,-311.93023681640625,3.0686659812927246,0.005,24.940461892812024,4.0313240210858305
127,ddpg_lognormal,ddpg,lognormal,3,-101.20157694665647,8.937632977217492,101.20157694665647,3.10089111328125,1.9724178314208984,0.43452224135398865,0.40498754382133484,8.881784197001252e-16,-101.95462531606074,101.95462531606074,8.881784197001252e-16,-378.7709655761719,3.7622804641723633,0.00496,24.682329813639324,4.074570128716351
128,ddpg_lognormal,ddpg,lognormal,3,-104.04545049714301,12.56071857654833,104.04545049714301,2.4039077758789062,2.2759816646575928,0.43497395515441895,0.4044528305530548,1.7763568394002505e-15,-104.92290157478514,104.92290157478514,1.3322676295501878e-15,-377.2416076660156,3.6011343002319336,0.00492,24.27710149366231,3.8363043820330254
129,ddpg_lognormal,ddpg,lognormal,3,-101.72314901101461,10.017721245441084,101.72314901101461,2.882561206817627,1.2280086278915405,0.4352640211582184,0.40387213230133057,1.3322676295501878e-15,-102.9881842367404,102.9881842367404,2.220446049250313e-15,-311.733154296875,3.0894927978515625,0.00488,24.336985037795138,3.7621239025057074
130,ddpg_lognormal,ddpg,lognormal,3,-105.4675635185182,10.765335990609923,105.4675635185182,3.014906406402588,1.8963284492492676,0.43576109409332275,0.40328431129455566,1.7763568394002505e-15,-102.41210676673072,102.41210676673072,1.1102230246251565e-15,-383.16650390625,3.669861078262329,0.00484,24.827951533808594,3.943171499064192
131,ddpg_lognormal,ddpg,lognormal,3,-103.57524189233551,6.12487717246353,103.57524189233551,2.1931114196777344,2.247131109237671,0.4363774359226227,0.40270891785621643,1.3322676295501878e-15,-102.0193511456499,102.0193511456499,8.881784197001252e-16,-367.7166748046875,3.5383176803588867,0.0048,25.115749393545446,4.098072095785201
132,ddpg_lognormal,ddpg,lognormal,3,-101.83853080263322,6.73955737630974,101.83853080263322,2.610100746154785,1.8039796352386475,0.43679577112197876,0.4020778238773346,8.881784197001252e-16,-100.62905868376308,100.62905868376308,1.7763568394002505e-15,-345.0722961425781,3.399407386779785,0.0047599999999999995,24.39152551868132,3.966206368230771
133,ddpg_lognormal,ddpg,lognormal,3,-103.62726784018915,10.9302016842847,103.62726784018915,2.662496566772461,3.079798460006714,0.4371306300163269,0.4014803469181061,1.1102230246251565e-15,-104.35863235744247,104.35863235744247,2.220446049250313e-15,-430.3467712402344,4.182794570922852,0.00472,24.12570149699847,3.6119027706029425
134,ddpg_lognormal,ddpg,lognormal,3,-105.5516800041788,11.863504973382254,105.5516800041788,2.9696364402770996,2.681992769241333,0.4374537765979767,0.400936484336853,1.3322676295501878e-15,-104.06757569990532,104.06757569990532,1.7763568394002505e-15,-415.64422607421875,3.885986328125,0.00468,24.457083444155398,3.835520357641924
135,ddpg_lognormal,ddpg,lognormal,3,-107.54000513062263,25.805817077924615,107.54000513062263,5.120638847351074,1.8175667524337769,0.4378199279308319,0.4004485309123993,2.220446049250313e-15,-101.48096347953899,101.48096347953899,1.1102230246251565e-15,-468.6061706542969,3.916368246078491,0.00464,24.852797278690904,3.887008215971513
136,ddpg_lognormal,ddpg,lognormal,3,-105.95669620097814,36.22042825603459,105.95669620097814,5.2003092765808105,1.7528364658355713,0.4381445050239563,0.39999380707740784,3.552713678800501e-15,-102.33471559096866,102.33471559096866,1.3322676295501878e-15,-455.30560302734375,3.7637550830841064,0.0046,24.989210720218363,4.019629581759329
137,ddpg_lognormal,ddpg,lognormal,3,-101.73726496439834,10.110435709136448,101.73726496439834,2.830071449279785,1.4267529249191284,0.438266396522522,0.3994946777820587,1.7763568394002505e-15,-107.28430347566004,107.28430347566004,3.552713678800501e-15,-335.1860656738281,3.245850086212158,0.00456,25.19591560356674,4.031140877915147
138,ddpg_lognormal,ddpg,lognormal,3,-102.10593143330438,8.304523283382123,102.10593143330438,2.6631836891174316,2.2138774394989014,0.43837857246398926,0.3990281820297241,8.881784197001252e-16,-104.74817777982359,104.74817777982359,8.881784197001252e-16,-385.59564208984375,3.822556972503662,0.00452,25.239005818608263,4.053294051970754
139,ddpg_lognormal,ddpg,lognormal,3,-101.90511470754049,10.882399506556752,101.90511470754049,4.154182434082031,1.5030426979064941,0.43843910098075867,0.39859890937805176,1.3322676295501878e-15,-102.74483582379071,102.74483582379071,1.3322676295501878e-15,-381.302001953125,3.666208267211914,0.00448,25.301783580865177,4.03696536283297
140,ddpg_lognormal,ddpg,lognormal,3,-103.54869509356406,8.408101191189589,103.54869509356406,3.2767932415008545,1.3832117319107056,0.43854978680610657,0.39829081296920776,1.7763568394002505e-15,-100.81081498004691,100.81081498004691,1.3322676295501878e-15,-352.8410949707031,3.3999106884002686,0.0044399999999999995,25.443637803906487,4.104199162102304
141,ddpg_lognormal,ddpg,lognormal,3,-102.71339303400252,13.074267021723152,102.71339303400252,3.0587329864501953,1.7068541049957275,0.43881914019584656,0.39797359704971313,1.7763568394002505e-15,-100.92126581703609,100.92126581703609,8.881784197001252e-16,-355.5000915527344,3.443681478500366,0.004399999999999999,25.543039979324455,4.200539638687458
142,ddpg_lognormal,ddpg,lognormal,3,-103.69908009873632,15.476887890166651,103.69908009873632,4.74014949798584,2.880913734436035,0.4390413165092468,0.39779239892959595,1.7763568394002505e-15,-103.76409567106401,103.76409567106401,8.881784197001252e-16,-494.57977294921875,4.570697784423828,0.004360000000000001,25.635063462668942,4.113192376647411
143,ddpg_lognormal,ddpg,lognormal,3,-102.23327495068804,7.6934029664338235,102.23327495068804,2.9864072799682617,1.8532440662384033,0.43908563256263733,0.39763548970222473,8.881784197001252e-16,-104.00419453426976,104.00419453426976,1.7763568394002505e-15,-371.82086181640625,3.6370849609375,0.004320000000000001,25.760700549398152,4.171312744756938
144,ddpg_lognormal,ddpg,lognormal,3,-102.21299442008693,9.519891116756229,102.21299442008693,3.2642314434051514,1.4084179401397705,0.4393126666545868,0.3974555730819702,1.3322676295501878e-15,-101.70349887603967,101.70349887603967,8.881784197001252e-16,-352.846435546875,3.4339723587036133,0.004280000000000001,25.693217340679396,4.22594760389932
145,ddpg_lognormal,ddpg,lognormal,3,-103.12452104774601,8.365760522940626,103.12452104774601,3.1870527267456055,2.522840738296509,0.43965834379196167,0.3972979187965393,1.7763568394002505e-15,-101.04033676392305,101.04033676392305,6.661338147750939e-16,-414.23736572265625,3.974534034729004,0.004240000000000001,25.419686565441744,4.1839494947288625
146,ddpg_lognormal,ddpg,lognormal,3,-99.22892474386086,8.719112428677885,99.22892474386086,3.023348808288574,1.5155086517333984,0.4401317834854126,0.39715680480003357,8.881784197001252e-16,-99.99671857419857,99.99671857419857,8.881784197001252e-16,-337.3031921386719,3.445068597793579,0.004200000000000001,25.02351194087948,4.194259645018194
147,ddpg_lognormal,ddpg,lognormal,3,-101.34234886203672,11.130282225505068,101.34234886203672,4.058829307556152,2.0601587295532227,0.44057655334472656,0.3970802128314972,1.9984014443252818e-15,-105.22862759021957,105.22862759021957,8.881784197001252e-16,-427.73175048828125,4.179133415222168,0.0041600000000000005,24.269348519898596,4.117749454242931
148,ddpg_lognormal,ddpg,lognormal,3,-105.42147501323066,9.298565276926112,105.42147501323066,3.112454891204834,3.2736008167266846,0.4409744441509247,0.39715757966041565,1.3322676295501878e-15,-109.07940931803154,109.07940931803154,1.7763568394002505e-15,-452.729736328125,4.19638204574585,0.00412,23.627453315470902,3.854408069419497
149,ddpg_lognormal,ddpg,lognormal,3,-102.7181124365923,9.695593267232995,102.7181124365923,3.0685646533966064,1.896791934967041,0.4411652386188507,0.3973751962184906,8.881784197001252e-16,-105.17307874022104,105.17307874022104,8.881784197001252e-16,-374.7470397949219,3.6578407287597656,0.00408,23.032897625650676,3.8515095778497024
150,ddpg_lognormal,ddpg,lognormal,3,-106.47932093336554,11.57258934355685,106.47932093336554,3.4470248222351074,2.12595534324646,0.4412350654602051,0.3976535201072693,1.7763568394002505e-15,-102.04641953730552,102.04641953730552,8.881784197001252e-16,-402.0281066894531,3.6786835193634033,0.00404,21.98867279894295,3.6798096907857274
151,ddpg_lognormal,ddpg,lognormal,3,-103.43159694760716,9.053145598605552,103.43159694760716,3.014369487762451,2.0705204010009766,0.4413004517555237,0.3978912830352783,1.1102230246251565e-15,-104.88684455361087,104.88684455361087,8.881784197001252e-16,-392.1184387207031,3.7595362663269043,0.004,21.432328234116234,3.5014200608046457
152,ddpg_lognormal,ddpg,lognormal,3,-104.03410899688869,13.516544351500267,104.03410899688869,4.131220817565918,3.2886457443237305,0.4413663148880005,0.39818742871284485,1.3322676295501878e-15,-103.4642209076558,103.4642209076558,8.881784197001252e-16,-479.0148010253906,4.435013771057129,0.00396,21.312804285614263,3.444632782911261
153,ddpg_lognormal,ddpg,lognormal,3,-103.986745437699,7.140713222242746,103.986745437699,2.3360061645507812,1.7081260681152344,0.44150570034980774,0.3983760178089142,8.881784197001252e-16,-105.6461301780085,105.6461301780085,8.881784197001252e-16,-339.5068359375,3.2553176879882812,0.00392,21.425503733967034,3.4971533271905386
154,ddpg_lognormal,ddpg,lognormal,3,-104.04169760098247,10.780222190563016,104.04169760098247,2.854557991027832,1.3565326929092407,0.4417888820171356,0.3984939157962799,8.881784197001252e-16,-102.08100464238251,102.08100464238251,1.1102230246251565e-15,-339.72955322265625,3.3069701194763184,0.00388,21.457661049706594,3.4212334796098904
155,ddpg_lognormal,ddpg,lognormal,3,-104.7993170268345,10.979572482906853,104.7993170268345,2.7923970222473145,2.5617423057556152,0.4420396685600281,0.39873313903808594,1.3322676295501878e-15,-104.92299040651399,104.92299040651399,8.881784197001252e-16,-401.5274658203125,3.7338476181030273,0.00384,21.930244154518554,3.3355998151126274
156,ddpg_lognormal,ddpg,lognormal,3,-103.54205004427484,9.863494061543708,103.54205004427484,2.5295355319976807,2.431417465209961,0.4421319365501404,0.39886945486068726,1.1102230246251565e-15,-108.55172052188699,108.55172052188699,1.1102230246251565e-15,-390.7558898925781,3.731635570526123,0.0038,22.066449981714996,3.4035119730313976
