iteration,model,distribution,parameter_space,component,active,weight,pv_location,pv_scale,battery_location,battery_scale
15,ddpg_lognormal,lognormal,log,2,True,0.33202847838401794,0.15264864265918732,0.999889612197876,0.09076152741909027,0.9949828386306763
16,ddpg_lognormal,lognormal,log,0,True,0.3337153196334839,0.45894142985343933,0.9973158836364746,0.2014520764350891,0.9957808256149292
16,ddpg_lognormal,lognormal,log,1,True,0.3344278335571289,0.9205644726753235,0.9948484301567078,0.34966322779655457,0.9982226490974426
16,ddpg_lognormal,lognormal,log,2,True,0.33185693621635437,0.1532239317893982,0.9997463226318359,0.09106265008449554,0.9948417544364929
17,ddpg_lognormal,lognormal,log,0,True,0.3336574137210846,0.45953208208084106,0.9972643256187439,0.2017781138420105,0.9957873821258545
17,ddpg_lognormal,lognormal,log,1,True,0.3346536457538605,0.9209349751472473,0.9945863485336304,0.3498494029045105,0.998311460018158
17,ddpg_lognormal,lognormal,log,2,True,0.3316889703273773,0.15377387404441833,0.9998616576194763,0.09139838814735413,0.9947918653488159
18,ddpg_lognormal,lognormal,log,0,True,0.33361056447029114,0.4599475860595703,0.99729323387146,0.20210279524326324,0.9957008957862854
18,ddpg_lognormal,lognormal,log,1,True,0.33483099937438965,0.921270489692688,0.9945628046989441,0.35000333189964294,0.9983056783676147
18,ddpg_lognormal,lognormal,log,2,True,0.3315584063529968,0.15418097376823425,0.9998950362205505,0.09177667647600174,0.9947164058685303
19,ddpg_lognormal,lognormal,log,0,True,0.333539217710495,0.46035686135292053,0.9975170493125916,0.20248037576675415,0.9955064654350281
19,ddpg_lognormal,lognormal,log,1,True,0.3350250720977783,0.9216641783714294,0.9946108460426331,0.35014137625694275,0.998242974281311
19,ddpg_lognormal,lognormal,log,2,True,0.3314356505870819,0.15450628101825714,1.0001572370529175,0.09222196042537689,0.9945546984672546
20,ddpg_lognormal,lognormal,log,0,True,0.3334946930408478,0.4606255888938904,0.9975959658622742,0.20295390486717224,0.9955159425735474
20,ddpg_lognormal,lognormal,log,1,True,0.335174560546875,0.921886682510376,0.9946299195289612,0.35042399168014526,0.9982059001922607
20,ddpg_lognormal,lognormal,log,2,True,0.33133068680763245,0.1547476202249527,1.000221848487854,0.09269946813583374,0.9946099519729614
21,ddpg_lognormal,lognormal,log,0,True,0.33345767855644226,0.46099427342414856,0.9975388050079346,0.20342080295085907,0.9956017732620239
21,ddpg_lognormal,lognormal,log,1,True,0.33534836769104004,0.9221507906913757,0.9945769309997559,0.3507288992404938,0.9981817007064819
21,ddpg_lognormal,lognormal,log,2,True,0.3311940133571625,0.1551397293806076,1.0000720024108887,0.0931730568408966,0.9947713017463684
22,ddpg_lognormal,lognormal,log,0,True,0.33345431089401245,0.461242139339447,0.9973839521408081,0.20392583310604095,0.9955552816390991
22,ddpg_lognormal,lognormal,log,1,True,0.3354666531085968,0.9222203493118286,0.9943910241127014,0.3510924279689789,0.9981648921966553
22,ddpg_lognormal,lognormal,log,2,True,0.33107906579971313,0.15542331337928772,0.9999533295631409,0.09367422759532928,0.9947542548179626
23,ddpg_lognormal,lognormal,log,0,True,0.33346909284591675,0.4615572988986969,0.9971052408218384,0.20447707176208496,0.9954981803894043
23,ddpg_lognormal,lognormal,log,1,True,0.33559688925743103,0.9222762584686279,0.994134783744812,0.3514763116836548,0.9982839822769165
23,ddpg_lognormal,lognormal,log,2,True,0.3309340476989746,0.15581519901752472,0.9996882677078247,0.09422837942838669,0.9946364164352417
24,ddpg_lognormal,lognormal,log,0,True,0.33348548412323,0.4617213308811188,0.9969325065612793,0.20491871237754822,0.9956437349319458
24,ddpg_lognormal,lognormal,log,1,True,0.3356727957725525,0.9222695827484131,0.9939772486686707,0.35178279876708984,0.9986329674720764
24,ddpg_lognormal,lognormal,log,2,True,0.3308417499065399,0.15603618323802948,0.9995092749595642,0.09466888010501862,0.9946397542953491
25,ddpg_lognormal,lognormal,log,0,True,0.33350542187690735,0.4619285464286804,0.9967528581619263,0.20520733296871185,0.9956661462783813
25,ddpg_lognormal,lognormal,log,1,True,0.33574095368385315,0.9222398400306702,0.993677020072937,0.35195842385292053,0.9990025162696838
25,ddpg_lognormal,lognormal,log,2,True,0.3307536244392395,0.15627065300941467,0.999437689781189,0.09496716409921646,0.9945130944252014
26,ddpg_lognormal,lognormal,log,0,True,0.33353087306022644,0.46208223700523376,0.9965380430221558,0.2056249976158142,0.9958714246749878
26,ddpg_lognormal,lognormal,log,1,True,0.3358079493045807,0.9221848249435425,0.9934609532356262,0.352276474237442,0.9994559288024902
26,ddpg_lognormal,lognormal,log,2,True,0.33066117763519287,0.15648753941059113,0.999288022518158,0.0953868106007576,0.9945716261863708
27,ddpg_lognormal,lognormal,log,0,True,0.3335527777671814,0.4621579349040985,0.9962866306304932,0.20617452263832092,0.9960492253303528
27,ddpg_lognormal,lognormal,log,1,True,0.3358704447746277,0.9220521450042725,0.9931972622871399,0.3527786135673523,0.9997608065605164
27,ddpg_lognormal,lognormal,log,2,True,0.33057671785354614,0.1566179245710373,0.9991706609725952,0.095901720225811,0.994695246219635
28,ddpg_lognormal,lognormal,log,0,True,0.333574116230011,0.46214377880096436,0.9962102174758911,0.20656895637512207,0.9961883425712585
28,ddpg_lognormal,lognormal,log,1,True,0.33589279651641846,0.9219394326210022,0.9930979013442993,0.35307037830352783,1.0000033378601074
28,ddpg_lognormal,lognormal,log,2,True,0.33053311705589294,0.15663209557533264,0.9991689920425415,0.09631907939910889,0.9948116540908813
29,ddpg_lognormal,lognormal,log,0,True,0.3335901200771332,0.46220916509628296,0.9961513876914978,0.20681171119213104,0.996074914932251
29,ddpg_lognormal,lognormal,log,1,True,0.33592551946640015,0.9219158887863159,0.9930282831192017,0.35319072008132935,1.000001311302185
29,ddpg_lognormal,lognormal,log,2,True,0.33048439025878906,0.1567123532295227,0.9991808533668518,0.096609927713871,0.9947666525840759
30,ddpg_lognormal,lognormal,log,0,True,0.33354100584983826,0.4624325931072235,0.9962092041969299,0.20694980025291443,0.9959115982055664
30,ddpg_lognormal,lognormal,log,1,True,0.33603423833847046,0.9221152067184448,0.9929968118667603,0.353307843208313,0.9998990893363953
30,ddpg_lognormal,lognormal,log,2,True,0.33042484521865845,0.1568721979856491,0.9993224143981934,0.0967349037528038,0.9947096705436707
31,ddpg_lognormal,lognormal,log,0,True,0.3334966003894806,0.4626775085926056,0.9962421655654907,0.20687954127788544,0.9956063628196716
31,ddpg_lognormal,lognormal,log,1,True,0.3361237943172455,0.9223352670669556,0.9929602146148682,0.3532506823539734,0.9996756315231323
31,ddpg_lognormal,lognormal,log,2,True,0.33037954568862915,0.15705648064613342,0.9994356036186218,0.09665188938379288,0.9945324659347534
32,ddpg_lognormal,lognormal,log,0,True,0.33343935012817383,0.46300801634788513,0.9961369633674622,0.20681706070899963,0.9954841732978821
32,ddpg_lognormal,lognormal,log,1,True,0.33624935150146484,0.9226111173629761,0.9929060339927673,0.3532872796058655,0.9995925426483154
32,ddpg_lognormal,lognormal,log,2,True,0.33031129837036133,0.15735580027103424,0.999366283416748,0.09649286419153214,0.9944720268249512
33,ddpg_lognormal,lognormal,log,0,True,0.33336856961250305,0.46328121423721313,0.9961962103843689,0.2066359966993332,0.995431661605835
33,ddpg_lognormal,lognormal,log,1,True,0.33635348081588745,0.9229164719581604,0.9929544925689697,0.3532015085220337,0.9996263384819031
33,ddpg_lognormal,lognormal,log,2,True,0.3302778899669647,0.15755121409893036,0.9994416236877441,0.09623955935239792,0.9944358468055725
34,ddpg_lognormal,lognormal,log,0,True,0.33327269554138184,0.4636029303073883,0.9963034391403198,0.20666243135929108,0.9953729510307312
34,ddpg_lognormal,lognormal,log,1,True,0.3365110754966736,0.9233086705207825,0.9930869340896606,0.35329726338386536,0.9996464848518372
34,ddpg_lognormal,lognormal,log,2,True,0.33021628856658936,0.1577829122543335,0.9995178580284119,0.09619288891553879,0.9944384098052979
35,ddpg_lognormal,lognormal,log,0,True,0.3331577479839325,0.4639284908771515,0.9965466856956482,0.2066323459148407,0.9952322840690613
35,ddpg_lognormal,lognormal,log,1,True,0.33667415380477905,0.9237618446350098,0.9932875037193298,0.3533085882663727,0.9994819760322571
35,ddpg_lognormal,lognormal,log,2,True,0.33016806840896606,0.15796007215976715,0.9997391104698181,0.09609656780958176,0.9944010972976685
36,ddpg_lognormal,lognormal,log,0,True,0.33303070068359375,0.4642292261123657,0.9968633055686951,0.20659638941287994,0.9952709674835205
36,ddpg_lognormal,lognormal,log,1,True,0.3368421196937561,0.9242633581161499,0.9935976266860962,0.35332342982292175,0.9994782209396362
36,ddpg_lognormal,lognormal,log,2,True,0.330127090215683,0.15812715888023376,0.9998445510864258,0.09599126875400543,0.9945045113563538
37,ddpg_lognormal,lognormal,log,0,True,0.3329494595527649,0.46455278992652893,0.996987521648407,0.20656220614910126,0.9953787326812744
37,ddpg_lognormal,lognormal,log,1,True,0.33698758482933044,0.924667477607727,0.9938001036643982,0.35329189896583557,0.9993946552276611
37,ddpg_lognormal,lognormal,log,2,True,0.3300628662109375,0.15839853882789612,0.9997520446777344,0.09589807689189911,0.9947196841239929
38,ddpg_lognormal,lognormal,log,0,True,0.33284464478492737,0.46500343084335327,0.9971715807914734,0.2065405547618866,0.9956279397010803
38,ddpg_lognormal,lognormal,log,1,True,0.3371867835521698,0.9251947999000549,0.9940373301506042,0.3532574474811554,0.9994264841079712
38,ddpg_lognormal,lognormal,log,2,True,0.32996866106987,0.15877212584018707,0.9997472763061523,0.09583214670419693,0.995059609413147
39,ddpg_lognormal,lognormal,log,0,True,0.3327731490135193,0.46538645029067993,0.997167706489563,0.2064753621816635,0.9958600997924805
39,ddpg_lognormal,lognormal,log,1,True,0.3373383581638336,0.925564706325531,0.9941105246543884,0.35326001048088074,0.9994826316833496
39,ddpg_lognormal,lognormal,log,2,True,0.32988837361335754,0.15913040935993195,0.9996140599250793,0.09567886590957642,0.9953393936157227
40,ddpg_lognormal,lognormal,log,0,True,0.33268895745277405,0.4658445119857788,0.9972390532493591,0.20627571642398834,0.9959542155265808
40,ddpg_lognormal,lognormal,log,1,True,0.33750733733177185,0.9260346293449402,0.994245171546936,0.35311684012413025,0.9995291829109192
40,ddpg_lognormal,lognormal,log,2,True,0.32980379462242126,0.1595384180545807,0.9995750784873962,0.09544221311807632,0.9954477548599243
41,ddpg_lognormal,lognormal,log,0,True,0.33256274461746216,0.4663248658180237,0.9974114298820496,0.20599985122680664,0.9960220456123352
41,ddpg_lognormal,lognormal,log,1,True,0.3377020061016083,0.9266102910041809,0.9944839477539062,0.35298529267311096,0.9994952082633972
41,ddpg_lognormal,lognormal,log,2,True,0.32973524928092957,0.1598978340625763,0.9996206760406494,0.0950547307729721,0.9955931901931763
42,ddpg_lognormal,lognormal,log,0,True,0.33243268728256226,0.46668916940689087,0.9976739883422852,0.20571297407150269,0.9962664246559143
42,ddpg_lognormal,lognormal,log,1,True,0.33786317706108093,0.9271358251571655,0.9947773814201355,0.35285326838493347,0.9996082782745361
42,ddpg_lognormal,lognormal,log,2,True,0.32970407605171204,0.16010494530200958,0.9997721910476685,0.09463924914598465,0.9958745837211609
43,ddpg_lognormal,lognormal,log,0,True,0.3323158919811249,0.4670356810092926,0.9978800415992737,0.20538020133972168,0.9962537288665771
43,ddpg_lognormal,lognormal,log,1,True,0.338004469871521,0.9276206493377686,0.9950122833251953,0.35268279910087585,0.9994847178459167
43,ddpg_lognormal,lognormal,log,2,True,0.3296796977519989,0.1603066772222519,0.999898374080658,0.09419003129005432,0.9959577918052673
44,ddpg_lognormal,lognormal,log,0,True,0.3321990370750427,0.46753090620040894,0.998007595539093,0.20495928823947906,0.9962499141693115
44,ddpg_lognormal,lognormal,log,1,True,0.3381802439689636,0.928166389465332,0.995140016078949,0.3524228036403656,0.9994692206382751
44,ddpg_lognormal,lognormal,log,2,True,0.32962071895599365,0.16066764295101166,1.0000163316726685,0.09365972876548767,0.996002197265625
45,ddpg_lognormal,lognormal,log,0,True,0.3320853114128113,0.46803420782089233,0.9981917142868042,0.20458731055259705,0.9960672855377197
45,ddpg_lognormal,lognormal,log,1,True,0.3383598327636719,0.9287104606628418,0.9952496886253357,0.35212793946266174,0.9992403388023376
45,ddpg_lognormal,lognormal,log,2,True,0.3295549154281616,0.16101223230361938,1.0002374649047852,0.09322019666433334,0.9959011673927307
46,ddpg_lognormal,lognormal,log,0,True,0.33198803663253784,0.4684632122516632,0.998270571231842,0.20407122373580933,0.9958695769309998
46,ddpg_lognormal,lognormal,log,1,True,0.3384851813316345,0.929169237613678,0.9953352212905884,0.3517551124095917,0.9989008903503418
46,ddpg_lognormal,lognormal,log,2,True,0.32952678203582764,0.16129890084266663,1.0004150867462158,0.0926053524017334,0.9958569407463074
47,ddpg_lognormal,lognormal,log,0,True,0.33191731572151184,0.46863964200019836,0.9984257221221924,0.2036471962928772,0.9957517981529236
47,ddpg_lognormal,lognormal,log,1,True,0.3385319113731384,0.9294548034667969,0.9955155849456787,0.3514246344566345,0.998680830001831
47,ddpg_lognormal,lognormal,log,2,True,0.32955074310302734,0.161347433924675,1.000633716583252,0.09210613369941711,0.9958578944206238
48,ddpg_lognormal,lognormal,log,0,True,0.33187025785446167,0.4689508378505707,0.9985297322273254,0.20335204899311066,0.9955950975418091
48,ddpg_lognormal,lognormal,log,1,True,0.3386145830154419,0.9297378063201904,0.9955449104309082,0.3510624170303345,0.9984627962112427
48,ddpg_lognormal,lognormal,log,2,True,0.329515278339386,0.16154202818870544,1.000937581062317,0.09180627018213272,0.9958285689353943
49,ddpg_lognormal,lognormal,log,0,True,0.3318192958831787,0.46928465366363525,0.9986734986305237,0.2030547857284546,0.99526447057724
49,ddpg_lognormal,lognormal,log,1,True,0.338711678981781,0.9300941824913025,0.9956727027893066,0.3506736159324646,0.998165488243103
49,ddpg_lognormal,lognormal,log,2,True,0.32946908473968506,0.16177909076213837,1.0011838674545288,0.09156882762908936,0.9956070780754089
50,ddpg_lognormal,lognormal,log,0,True,0.3318086266517639,0.46956968307495117,0.9987123608589172,0.20284616947174072,0.9949796795845032
50,ddpg_lognormal,lognormal,log,1,True,0.3387753963470459,0.9302913546562195,0.9956327676773071,0.3503488600254059,0.998043417930603
50,ddpg_lognormal,lognormal,log,2,True,0.32941603660583496,0.1620011329650879,1.0014564990997314,0.0914558470249176,0.995332658290863
51,ddpg_lognormal,lognormal,log,0,True,0.3317886292934418,0.46977895498275757,0.9988514184951782,0.20285947620868683,0.9947375059127808
51,ddpg_lognormal,lognormal,log,1,True,0.33884498476982117,0.9304406642913818,0.9956016540527344,0.3501991927623749,0.9979702234268188
51,ddpg_lognormal,lognormal,log,2,True,0.32936638593673706,0.1621072143316269,1.001846432685852,0.09154102951288223,0.9950965642929077
52,ddpg_lognormal,lognormal,log,0,True,0.3317902088165283,0.470074325799942,0.99889075756073,0.20279711484909058,0.994630753993988
52,ddpg_lognormal,lognormal,log,1,True,0.3389217257499695,0.9306122660636902,0.9955258965492249,0.349944144487381,0.9980018138885498
52,ddpg_lognormal,lognormal,log,2,True,0.3292880058288574,0.16236895322799683,1.0020225048065186,0.09159387648105621,0.9949836730957031
53,ddpg_lognormal,lognormal,log,0,True,0.3317669928073883,0.47033554315567017,0.9990009665489197,0.2028789222240448,0.9946607351303101
53,ddpg_lognormal,lognormal,log,1,True,0.3390212953090668,0.9307993650436401,0.9954938292503357,0.34988683462142944,0.9981858134269714
53,ddpg_lognormal,lognormal,log,2,True,0.3292117714881897,0.16256083548069,1.0022932291030884,0.0917547419667244,0.994963526725769
54,ddpg_lognormal,lognormal,log,0,True,0.33172526955604553,0.47066012024879456,0.9990655779838562,0.20312871038913727,0.9947130680084229
54,ddpg_lognormal,lognormal,log,1,True,0.33917295932769775,0.9310571551322937,0.9955047369003296,0.3500138819217682,0.9983059763908386
54,ddpg_lognormal,lognormal,log,2,True,0.3291017413139343,0.16283339262008667,1.0024336576461792,0.09203791618347168,0.9950409531593323
55,ddpg_lognormal,lognormal,log,0,True,0.33169203996658325,0.4710230231285095,0.999101459980011,0.20321139693260193,0.9947236180305481
55,ddpg_lognormal,lognormal,log,1,True,0.33931398391723633,0.9313724040985107,0.9956346154212952,0.3499494791030884,0.9983379244804382
55,ddpg_lognormal,lognormal,log,2,True,0.32899394631385803,0.16317035257816315,1.0024911165237427,0.09218472242355347,0.9950361847877502
56,ddpg_lognormal,lognormal,log,0,True,0.331631600856781,0.47126084566116333,0.9993146061897278,0.20330969989299774,0.994630753993988
56,ddpg_lognormal,lognormal,log,1,True,0.33943507075309753,0.9316731691360474,0.9958223104476929,0.3499223291873932,0.9983133673667908
56,ddpg_lognormal,lognormal,log,2,True,0.3289334177970886,0.16330713033676147,1.0026987791061401,0.09230931848287582,0.9949406981468201
57,ddpg_lognormal,lognormal,log,0,True,0.33154866099357605,0.47155508399009705,0.9995723962783813,0.2035086303949356,0.9944308400154114
57,ddpg_lognormal,lognormal,log,1,True,0.3395991325378418,0.9320553541183472,0.9960436820983887,0.3499894440174103,0.9980893135070801
57,ddpg_lognormal,lognormal,log,2,True,0.32885220646858215,0.16346962749958038,1.002975344657898,0.09252926707267761,0.9948248267173767
58,ddpg_lognormal,lognormal,log,0,True,0.3315182030200958,0.471763014793396,0.999671220779419,0.20372678339481354,0.9941703677177429
58,ddpg_lognormal,lognormal,log,1,True,0.3397030234336853,0.9322379231452942,0.9961016178131104,0.35003921389579773,0.9977637529373169
58,ddpg_lognormal,lognormal,log,2,True,0.32877880334854126,0.1636088490486145,1.0031386613845825,0.09277371317148209,0.9946916699409485
59,ddpg_lognormal,lognormal,log,0,True,0.3315409719944,0.47180041670799255,0.9996582269668579,0.20397841930389404,0.9939688444137573
59,ddpg_lognormal,lognormal,log,1,True,0.3397229313850403,0.9321809411048889,0.9960309863090515,0.35010257363319397,0.9975168108940125
59,ddpg_lognormal,lognormal,log,2,True,0.3287360668182373,0.1636384129524231,1.0032449960708618,0.09306482970714569,0.9946188926696777
60,ddpg_lognormal,lognormal,log,0,True,0.3315455913543701,0.471737802028656,0.999779999256134,0.2043120115995407,0.9936694502830505
60,ddpg_lognormal,lognormal,log,1,True,0.33973515033721924,0.9321234226226807,0.9960582256317139,0.3502435088157654,0.9971697926521301
60,ddpg_lognormal,lognormal,log,2,True,0.32871925830841064,0.1635298877954483,1.003432035446167,0.0934247151017189,0.9944987297058105
61,ddpg_lognormal,lognormal,log,0,True,0.33153235912323,0.47170618176460266,0.9999160170555115,0.2046096920967102,0.9931978583335876
61,ddpg_lognormal,lognormal,log,1,True,0.3397611975669861,0.9321004152297974,0.9960482716560364,0.3503844738006592,0.9966714978218079
61,ddpg_lognormal,lognormal,log,2,True,0.3287065029144287,0.16340889036655426,1.0036838054656982,0.09371141344308853,0.9942141771316528
62,ddpg_lognormal,lognormal,log,0,True,0.33148324489593506,0.4716784358024597,1.000207781791687,0.2049643099308014,0.9928137063980103
62,ddpg_lognormal,lognormal,log,1,True,0.33981722593307495,0.9321433305740356,0.9960595965385437,0.3506051301956177,0.9963054656982422
62,ddpg_lognormal,lognormal,log,2,True,0.32869958877563477,0.1632179170846939,1.0041077136993408,0.09403659403324127,0.9939605593681335
63,ddpg_lognormal,lognormal,log,0,True,0.33146825432777405,0.47160354256629944,1.000361680984497,0.20534269511699677,0.992360532283783
63,ddpg_lognormal,lognormal,log,1,True,0.33984023332595825,0.9320612549781799,0.9959168434143066,0.35087668895721436,0.9959503412246704
63,ddpg_lognormal,lognormal,log,2,True,0.3286914825439453,0.16303572058677673,1.0044472217559814,0.09441172331571579,0.9936006665229797
64,ddpg_lognormal,lognormal,log,0,True,0.33142155408859253,0.471587598323822,1.0006680488586426,0.20563316345214844,0.9919676780700684
64,ddpg_lognormal,lognormal,log,1,True,0.3398934006690979,0.9321260452270508,0.9959102272987366,0.3510556221008301,0.9956147074699402
64,ddpg_lognormal,lognormal,log,2,True,0.3286850154399872,0.16286110877990723,1.004897117614746,0.0947248563170433,0.9933120012283325
65,ddpg_lognormal,lognormal,log,0,True,0.33137229084968567,0.4716111123561859,1.0009828805923462,0.20594549179077148,0.9914162755012512
65,ddpg_lognormal,lognormal,log,1,True,0.33996090292930603,0.9322153925895691,0.9958980679512024,0.3512129783630371,0.9951413869857788
65,ddpg_lognormal,lognormal,log,2,True,0.3286668062210083,0.16270753741264343,1.005374550819397,0.09506362676620483,0.9928609728813171
66,ddpg_lognormal,lognormal,log,0,True,0.33132341504096985,0.4716073274612427,1.0013401508331299,0.20605090260505676,0.99100661277771
66,ddpg_lognormal,lognormal,log,1,True,0.33999818563461304,0.9323357939720154,0.9959920644760132,0.35118818283081055,0.9947942495346069
66,ddpg_lognormal,lognormal,log,2,True,0.32867833971977234,0.16253763437271118,1.00581693649292,0.09520883858203888,0.9925445318222046
67,ddpg_lognormal,lognormal,log,0,True,0.33129194378852844,0.4716360867023468,1.001501441001892,0.2062017172574997,0.9906030893325806
67,ddpg_lognormal,lognormal,log,1,True,0.3400404453277588,0.9323956370353699,0.9959424138069153,0.3512791395187378,0.9944259524345398
67,ddpg_lognormal,lognormal,log,2,True,0.3286675810813904,0.16246061027050018,1.0060745477676392,0.0953637883067131,0.9922119975090027
68,ddpg_lognormal,lognormal,log,0,True,0.33129408955574036,0.4716620445251465,1.0015298128128052,0.20632757246494293,0.9902689456939697
