iteration,episode,model,scenario_seed,sampled_from_distribution,component,pv_capacity_kwp,battery_capacity_kwh,reward_chf,cost_chf,max_power_balance_error_kw
1,1,ddpg_lognormal,42,True,2,0.6731984615325928,6.924280643463135,-135.17227736202236,135.17227736202236,4.440892098500626e-16
1,2,ddpg_lognormal,43,True,2,48.682281494140625,0.7964379191398621,-204.82176558598957,204.82176558598957,4.884981308350689e-15
1,3,ddpg_lognormal,44,True,1,0.8496206402778625,4.398518085479736,-114.79366315023839,114.79366315023839,8.881784197001252e-16
1,4,ddpg_lognormal,45,True,0,0.41942116618156433,2.517489433288574,-112.55578338794248,112.55578338794248,4.440892098500626e-16
1,5,ddpg_lognormal,46,True,0,5.638305187225342,1.4342938661575317,-86.47729856687516,86.47729856687516,4.440892098500626e-16
1,6,ddpg_lognormal,47,True,1,1.5041568279266357,5.664363384246826,-115.69758334741172,115.69758334741172,4.440892098500626e-16
1,7,ddpg_lognormal,48,True,2,1.5321518182754517,1.8973112106323242,-112.08213060692148,112.08213060692148,4.440892098500626e-16
1,8,ddpg_lognormal,49,True,2,1.8778787851333618,0.6580952405929565,-106.13403007629137,106.13403007629137,4.440892098500626e-16
1,9,ddpg_lognormal,50,True,1,3.7146105766296387,6.475207805633545,-102.47467949155062,102.47467949155062,4.440892098500626e-16
1,10,ddpg_lognormal,51,True,0,0.11719870567321777,1.1636229753494263,-109.19576584326794,109.19576584326794,4.440892098500626e-16
1,11,ddpg_lognormal,52,True,1,1.1696538925170898,0.871698260307312,-110.10470704218635,110.10470704218635,4.440892098500626e-16
1,12,ddpg_lognormal,53,True,2,0.5559569001197815,2.0336339473724365,-104.37838072828468,104.37838072828468,4.440892098500626e-16
1,13,ddpg_lognormal,54,True,2,1.0602896213531494,0.6985376477241516,-109.72686611717788,109.72686611717788,4.440892098500626e-16
1,14,ddpg_lognormal,55,True,1,1.5897514820098877,1.1301981210708618,-103.08421626222604,103.08421626222604,4.440892098500626e-16
1,15,ddpg_lognormal,56,True,1,6.767069339752197,5.708911895751953,-90.43151290299329,90.43151290299329,4.440892098500626e-16
1,16,ddpg_lognormal,57,True,0,4.569128513336182,0.4357259273529053,-96.2360413989551,96.2360413989551,4.440892098500626e-16
1,17,ddpg_lognormal,58,True,2,2.585625171661377,7.27652645111084,-95.14758235430175,95.14758235430175,4.440892098500626e-16
1,18,ddpg_lognormal,59,True,1,0.7953121066093445,1.468360424041748,-118.75874243441093,118.75874243441093,2.220446049250313e-16
1,19,ddpg_lognormal,60,True,1,1.2743157148361206,0.6644514799118042,-104.58856858043622,104.58856858043622,4.440892098500626e-16
1,20,ddpg_lognormal,61,True,0,2.4921722412109375,4.432901859283447,-102.2827779261016,102.2827779261016,4.440892098500626e-16
1,21,ddpg_lognormal,62,True,2,10.479985237121582,0.9035537838935852,-90.17390368485643,90.17390368485643,4.440892098500626e-16
1,22,ddpg_lognormal,63,True,2,0.7529900670051575,0.25073695182800293,-103.3760916098927,103.3760916098927,4.440892098500626e-16
1,23,ddpg_lognormal,64,True,1,3.9301464557647705,0.6864947080612183,-86.22194469878876,86.22194469878876,4.440892098500626e-16
1,24,ddpg_lognormal,65,True,2,1.3348394632339478,2.5491726398468018,-113.67573340665481,113.67573340665481,4.440892098500626e-16
1,25,ddpg_lognormal,66,True,0,1.1159837245941162,7.46871280670166,-123.23868502108992,123.23868502108992,4.440892098500626e-16
